text,difficulty
What is factor III (Config) in 12-factor?,Hard
What is factor VI (Processes) in 12-factor?,Hard
What is a microservice architecture?,Medium
What is service discovery?,Medium
What is AWS service discovery (Cloud Map)?,Hard
What is circuit breaker pattern?,Hard
What is bulkhead pattern?,Hard
What is retry with exponential backoff?,Medium
What is eventual consistency?,Hard
What is CAP theorem?,Hard
What is a stateless service?,Medium
What is object storage vs block storage?,Hard
What is AWS EBS?,Medium
What is AWS EFS?,Medium
What is the purpose of AWS Elastic Beanstalk?,Medium
What is AWS Lightsail?,Medium
What is infrastructure drift detection in cloud?,Hard
What is cloud landing zone?,Hard
What is AWS Organizations?,Hard
What is a service catalog in cloud?,Hard
What is cloud governance?,Medium
What is CapEx vs OpEx in cloud?,Medium
What is total cost of ownership (TCO) in cloud?,Medium
What is cloud native CNCF?,Hard
What is Kubernetes' role in the cloud-native ecosystem?,Medium
What is the difference between vertical and horizontal scaling?,Easy
What is chaos engineering in cloud?,Medium
What is a Docker health check exit code?,Hard
What is the HEALTHCHECK interval?,Medium
What is the HEALTHCHECK retries?,Medium
What is the HEALTHCHECK start-period?,Hard
What is docker system df?,Medium
What is docker system prune?,Medium
What is the --volumes flag on docker system prune?,Hard
What is docker image prune -a?,Medium
What is a dangling image?,Medium
What is Docker BuildKit inline cache?,Hard
What is the GitHub Actions Docker layer cache?,Medium
What is Docker's --target flag in multistage build?,Medium
What is the Docker context server?,Hard
What is docker context?,Hard
What is docker context use?,Medium
What is the DOCKER_HOST variable?,Medium
What is docker scout?,Hard
What is Docker's rootless mode?,Hard
What is Docker in Docker security risk?,Hard
What is kaniko as dind alternative?,Hard
What is kubelet?,Medium
What is kube-proxy's role?,Hard
What is the container runtime interface (CRI)?,Hard
What is CRI-O?,Hard
What is the K8s control loop?,Medium
What is a K8s informer?,Hard
What is K8s workqueue?,Hard
What is the leader election in K8s?,Hard
What is etcd raft consensus?,Hard
What is K8s API server rate limiting?,Hard
What is a K8s webhook?,Medium
What is mutating admission webhook?,Hard
What is validating admission webhook?,Hard
What is the difference between MutatingAdmissionWebhook and OPA Gatekeeper?,Hard
What is pod preemption in K8s?,Hard
What is pod disruption budget enforcement?,Medium
What is the purpose of node cordoning?,Medium
What is the difference between cordon and drain?,Medium
What is K8s horizontal pod autoscaler cool-down?,Hard
What is KEDA (Kubernetes Event-Driven Autoscaler)?,Hard
What is CVE triage?,Medium
What is the CVSS vector string?,Hard
What is epss (exploit prediction scoring system)?,Hard
What is VEX (Vulnerability Exploitability eXchange)?,Hard
What is in-toto supply chain security?,Hard
What is the purpose of branch protection rules?,Medium
What is code owner review requirement?,Medium
What is Dependabot security alerts?,Easy
What is SBOM attestation?,Hard
What is the NIST Cybersecurity Framework?,Hard
What is the purpose of security headers in HTTP?,Medium
What is Content Security Policy (CSP)?,Hard
What is HSTS (HTTP Strict Transport Security)?,Medium
What is CORS in DevOps context?,Medium
What is certificate pinning?,Hard
What is credential stuffing?,Medium
What is a rainbow table attack?,Medium
What is salting passwords?,Medium
What is bcrypt advantage?,Medium
What is secrets sprawl?,Hard
What is Docker's OCI (Open Container Initiative)?,Hard
What is the containerd vs Docker relationship?,Hard
What is docker manifest?,Medium
What is docker buildx bake?,Hard
What is eBPF in Kubernetes networking?,Hard
What is Cilium?,Hard
What is Calico?,Hard
What is the K8s Gateway API?,Hard
What is the HTTPRoute resource?,Hard
What is OPA Gatekeeper?,Hard
What is Kyverno?,Hard
What is git sparse-checkout?,Medium
What is git partial clone?,Hard
What is the .gitattributes line ending setting?,Hard
What is git credential helper?,Hard
What is the GitLab Runner executor?,Hard
What is GitHub Actions composite action?,Hard
What is the actions/cache best practice?,Hard
What is environment protection rule in GitHub Actions?,Hard
What is OpenTelemetry SDK?,Hard
What is the OpenTelemetry Collector?,Hard
What is the OTLP (OpenTelemetry Protocol)?,Hard
What is Jaeger?,Hard
What is Zipkin?,Hard
What is the terragrunt tool?,Hard
What is OpenTofu?,Hard
What is the terraform workspace command?,Medium
What is the software supply chain attack?,Hard
What is dependency pinning?,Hard
What is the Sigstore project?,Hard
What is zero trust network architecture?,Hard
What is BeyondCorp (Google's zero trust)?,Hard
What is SPIFFE (Secure Production Identity Framework)?,Hard
What is SPIRE?,Hard
What is Vault Agent?,Hard
What is AWS Organizations SCP?,Hard
What is the landing zone concept?,Hard
What is AWS Control Tower?,Hard
What is cloud cost allocation?,Medium
What is spot instance interruption handling?,Hard
What is AWS Spot Fleet?,Hard
What is GCP Preemptible vs Spot VMs?,Hard
What is the AWS Graviton processor benefit?,Hard
What is Azure ARC?,Hard
What is Google Anthos?,Hard
What is the shared responsibility model?,Hard
What is IaaS vs PaaS vs SaaS responsibility?,Medium
useState returns:,Easy
useEffect with empty dependency array runs:,Easy
How do you prevent useEffect from running on every render?,Easy
useRef returns:,Easy
What is the main use of useRef?,Medium
useCallback memoizes:,Medium
useMemo memoizes:,Medium
useContext is used to:,Easy
useReducer is preferred over useState when:,Medium
What does the cleanup function in useEffect do?,Medium
Can you call hooks inside if statements?,Hard
What is the rule of hooks regarding functions?,Hard
useLayoutEffect vs useEffect:,Hard
What does useDeferredValue do?,Hard
What does useTransition do?,Hard
useId generates:,Hard
useImperativeHandle customizes:,Hard
What is a custom hook?,Medium
Custom hooks allow you to:,Medium
What happens if a hook dependency array contains an object?,Hard
How do you memoize an object in dependencies?,Hard
What does useEffect's return value represent?,Medium
Can useEffect be async directly?,Hard
What is the stale closure problem in hooks?,Hard
How do you fix stale closures in useEffect?,Hard
What does the second argument to useState represent?,Easy
What triggers a component re-render with useState?,Easy
"In useState, when does a functional update form help?",Medium
What is the purpose of useDebugValue?,Hard
What does useSyncExternalStore do?,Hard
What is the difference between controlled and uncontrolled components?,Medium
useRef vs useState for storing a value:,Medium
Can multiple components share state via hooks without context?,Medium
What hook would you use to read and write a value without causing re-render?,Medium
What is the initial value of useRef().current?,Medium
When does useEffect with no dependency array run?,Easy
What is the correct pattern for fetching data in a functional component?,Medium
What does React.StrictMode do to effects?,Hard
What is exhaustive-deps?,Hard
What is the purpose of the useActionState hook (React 19)?,Hard
How do you share stateful logic between components?,Easy
What is the problem with defining a function inside useEffect's dependency array?,Hard
What is a derived state?,Medium
Why is it an anti-pattern to sync state with props using useEffect?,Hard
What does useOptimistic do (React 19)?,Hard
What is the purpose of startTransition?,Hard
What does useFormStatus return (React 19)?,Hard
What is the key insight about hook call order?,Hard
When is it appropriate to use useReducer instead of useState?,Medium
What is the dispatch function from useReducer?,Easy
What is React state?,Easy
How is state different from props?,Easy
"When you call setState in class component, it:",Medium
"In React 18, multiple setState calls are:",Hard
What is state lifting?,Medium
What is the single source of truth principle?,Medium
When should you use Context API?,Medium
What is prop drilling?,Easy
What is the problem with putting everything in global state?,Medium
What is server state?,Medium
What library is best for server state management?,Hard
What is client state?,Easy
What is derived state?,Medium
What is the problem with derived state stored as state?,Hard
What is the Flux pattern?,Hard
Redux follows what core principle?,Medium
What are Redux actions?,Easy
What is a Redux reducer?,Medium
What is Redux middleware used for?,Medium
What is Redux Thunk?,Hard
What is Redux Toolkit?,Medium
createSlice in Redux Toolkit does:,Hard
What is Zustand?,Medium
What is Jotai?,Hard
What is Recoil?,Hard
What is MobX?,Medium
What is the difference between Redux and Context API?,Hard
What is the purpose of useSelector in Redux?,Easy
What is useDispatch in Redux?,Easy
What is the Redux store?,Easy
What does combineReducers do?,Medium
What is an action creator?,Easy
What is the problem with mutating state directly in React?,Medium
What is Immer.js used for?,Hard
What does produce() from Immer do?,Hard
What is optimistic UI update?,Medium
What is pessimistic UI update?,Medium
What is state normalization?,Hard
What is the selector pattern in Redux?,Medium
"What is memoized selector (e.g., createSelector)?",Hard
When does React batch state updates?,Hard
What is flushSync in React 18?,Hard
What is the difference between useState and useRef for mutable values?,Medium
What is the purpose of the key prop when resetting state?,Hard
What is uncontrolled state?,Medium
What is a finite state machine in UI development?,Hard
What library implements finite state machines for React?,Hard
What is the difference between local and global state?,Easy
When should you avoid using global state?,Medium
What does useState's functional update pattern guarantee?,Hard
What is the atom pattern in atomic state management?,Hard
What is JSX?,Easy
JSX compiles to:,Medium
What must every JSX expression return?,Easy
What React feature allows multiple elements without wrapper?,Easy
How do you embed JavaScript in JSX?,Easy
What is the correct JSX attribute for 'class'?,Easy
What is the correct JSX attribute for 'for' on labels?,Easy
Self-closing tags in JSX:,Easy
How do you render a list in JSX?,Easy
What is the 'key' prop used for in lists?,Easy
Can you use if-else directly inside JSX?,Medium
Conditional rendering with &&:,Easy
What is the problem with using 0 with && in JSX?,Hard
How do you write inline styles in JSX?,Medium
What does JSX require that HTML doesn't?,Easy
Can you use JSX without React in scope (React 17+)?,Hard
What is the new JSX transform?,Hard
"What does React.createElement(type, props, ...children) return?",Hard
What is a React element?,Medium
What is the difference between React element and React component?,Hard
What attributes must be unique in a list key prop?,Medium
Why is using array index as key problematic?,Hard
What is a JSX expression vs a JSX element?,Medium
Can you return null from a component to render nothing?,Easy
What does a component returning false render?,Medium
How do you apply multiple class names in JSX?,Medium
What is the spread operator in JSX used for?,Medium
What does React.cloneElement do?,Hard
What is children prop?,Easy
What is React.Children API used for?,Hard
What is dangerouslySetInnerHTML?,Medium
Why is dangerouslySetInnerHTML dangerous?,Medium
What is the aria-* attribute used for in JSX?,Easy
